call-id,user,start,end,media-id
4b9dd88a-7586-4252-9957-9177dd2e8e8c,"frank459",2017-05-31T18:26:00.000Z,2017-05-31T19:43:00.000Z,39d4c583-8d51-4448-a8c5-3555dd66d1c6
0ab3750c-400d-443f-ae71-0d84dee1d97c,"dave178",2017-06-08T20:49:00.000Z,2017-06-08T21:57:00.000Z,76b69b2e-9e47-4917-b850-69d2b2feb0dd
6b898c8b-360a-4776-860d-15dd850c19ff,"frank345",2017-08-19T14:51:00.000Z,2017-08-19T15:39:00.000Z,ca5c1eb0-b444-406a-98ee-bd697c76e743
2a7b1fcd-20ed-457e-9ebe-bf8e1b423c40,"eve886",2017-05-10T10:43:00.000Z,2017-05-10T11:11:00.000Z,a10604bb-ab0b-418e-9f7b-91f07e301d6e
fdf40690-3a5d-4a75-b082-399594cc069d,"eve886",2017-02-26T14:32:00.000Z,2017-02-26T15:38:00.000Z,315afb1b-d693-4d8a-bc37-d3e8fac50ff8
fa3b7112-a525-49c4-9490-fa1b0b827426,"frank417",2017-05-23T09:58:00.000Z,2017-05-23T11:11:00.000Z,666cf56f-6642-47f4-870c-1509801766c9
96759f49-8815-4a13-b4b2-b109755761da,"bob481",2017-10-10T17:11:00.000Z,2017-10-10T18:08:00.000Z,e95098e9-f13d-4533-ad5f-ece81544c2d1
9964d9a2-046a-4c7d-bd94-89e2fd9238fc,"frank046",2017-06-02T01:51:00.000Z,2017-06-02T03:05:00.000Z,ff353ee1-b3b8-4e3d-acf2-ecc0ffef4f6a
ed273c26-457d-4627-bdbf-6cde6bcb96e5,"eve887",2017-07-13T20:09:00.000Z,2017-07-13T20:49:00.000Z,2a7d41c1-a460-43a8-b969-ffcff1b41066
657e843b-98dd-4b6f-a630-6a642d61c48b,"dave044",2017-08-14T13:43:00.000Z,2017-08-14T14:14:00.000Z,7f0f23bc-40fd-4e26-98c4-d29984b7a280
2bc74c1c-1b76-4abc-8160-f0d00ca36e3e,"eve287",2017-05-14T01:58:00.000Z,2017-05-14T03:11:00.000Z,b906326c-76c5-4686-a00b-9ff48b96af9d
455da8e5-58ee-4d32-8b3a-e6389d14c170,"alice070",2017-09-19T07:38:00.000Z,2017-09-19T08:56:00.000Z,caa1d314-0c7e-4427-af99-3d660ece2e45
24d615d2-f0ef-4548-a157-b5f230da2201,"alice070",2017-08-25T09:14:00.000Z,2017-08-25T09:42:00.000Z,41080420-d0f6-4500-b62b-36b184bad95f
723cc381-5e03-4158-9b37-48b38dfad92c,"alice070",2017-05-25T01:56:00.000Z,2017-05-25T03:20:00.000Z,e8e02f3a-d517-42b5-bf31-ce122945955f
4396e53c-6142-46f2-a379-c1af7a50139d,"bob895",2017-06-02T19:50:00.000Z,2017-06-02T20:56:00.000Z,d7d023f4-3089-4ea9-a64f-4a38ae4b6022
a626b66b-221a-4557-a62b-248914e92574,"frank345",2017-02-27T09:44:00.000Z,2017-02-27T10:31:00.000Z,3e0de9c1-50d3-4d1e-8082-13150c265cff
876e5b65-8811-423e-ab4c-8ef9b82b4f3f,"alice157",2017-11-02T06:38:00.000Z,2017-11-02T07:36:00.000Z,53c7c2e1-cd61-42c2-b321-4925d8e52cbf
601c72e5-d4f1-4292-ae36-0b72c423b20b,"frank046",2017-04-25T19:07:00.000Z,2017-04-25T19:52:00.000Z,099f3855-a6c8-4744-b28a-ca056277c067
77fdf31f-4946-468c-ad11-03eaf807ddb7,"carol774",2017-10-31T14:13:00.000Z,2017-10-31T15:11:00.000Z,574507ba-d02a-477f-b9ee-8742e68822c2
ff383265-a877-4443-8baa-e39209134c90,"frank611",2017-03-10T04:26:00.000Z,2017-03-10T05:26:00.000Z,0d6ed3cb-c5ec-4b52-b047-9103da31d0a0
9a48fd83-c6d5-47ce-b679-5490f8861c33,"bob179",2017-04-10T03:38:00.000Z,2017-04-10T04:21:00.000Z,4fabf541-318e-4057-bef6-c160993a7ad0
6b2a76bb-c13c-4094-b644-9f1c65472189,"eve287",2017-04-07T09:07:00.000Z,2017-04-07T09:47:00.000Z,217a727f-3bdd-4a2e-bf7c-39b6a5df718b
85344799-f30b-4857-9a06-a9f9172f8984,"bob481",2017-12-14T23:47:00.000Z,2017-12-15T00:54:00.000Z,a84adcc8-f4c0-4aaa-92c6-fe033d7b664d
7ba3c6a3-7969-4f92-87a7-64cdfaf338a9,"bob895",2017-06-16T17:08:00.000Z,2017-06-16T18:24:00.000Z,aabafc97-2b51-425d-a887-2e89212d4fc8
87403198-c6ef-48fa-8dd0-153193eb2c4a,"dave044",2017-03-09T04:41:00.000Z,2017-03-09T05:32:00.000Z,62423721-3c7c-4782-85a1-d8b691ca517a
6a5ca563-c862-4900-9dcd-e09653917a4c,"eve886",2017-01-30T21:47:00.000Z,2017-01-30T22:24:00.000Z,dace18e6-bf26-4d37-af44-e7ac641be580
93a2caaf-e49b-41dc-864a-c778e4ba8d9b,"eve385",2017-08-10T20:15:00.000Z,2017-08-10T21:28:00.000Z,1ee44a55-3533-4631-a763-cdd6ad61956f
0667686c-1306-4c5b-ad3b-25325a4004ab,"dave178",2017-03-22T22:08:00.000Z,2017-03-22T22:45:00.000Z,2d4ec9db-ddbe-4b9f-8e76-a94f5ec43b1b
4a813bad-23e1-48bd-8340-e7270542c912,"dave044",2017-04-06T21:38:00.000Z,2017-04-06T22:25:00.000Z,00eb3aea-375a-4168-afd4-7dcfe5eee9f3
e155ffa9-67ec-4dd2-9a57-183581186289,"eve775",2017-07-06T17:53:00.000Z,2017-07-06T18:47:00.000Z,ff7ba98e-31c7-48a3-a221-583d188a51dd
550854df-0d36-47fa-9472-3242d0cee337,"bob179",2017-03-25T18:00:00.000Z,2017-03-25T19:19:00.000Z,16319a0b-26d6-484c-aac0-dab4700d9e7a
cbf66a8d-8214-45eb-af3e-748a6c5a8203,"dave044",2017-10-16T03:21:00.000Z,2017-10-16T04:38:00.000Z,81f9d44b-ca17-42c0-a496-0b8174328d72
830bc577-1c23-4862-9272-56ae3548b4f4,"alice157",2017-02-13T17:30:00.000Z,2017-02-13T18:14:00.000Z,71fc9d2f-1861-405e-84c3-6a3523d25e33
55a7f52f-0aac-4a1c-a67e-251989d22ec4,"frank417",2017-09-26T16:05:00.000Z,2017-09-26T17:10:00.000Z,ff1031d1-85d3-484f-8384-79a74e75229c
78e2e0f1-04f3-4c05-a422-184cd2b9ccf2,"alice070",2017-11-08T18:15:00.000Z,2017-11-08T18:50:00.000Z,fcd7b7a6-e71f-4963-b680-59d518603e38
8da798bc-fe52-48b2-9b2d-ea65149ce86b,"dave044",2017-03-15T05:29:00.000Z,2017-03-15T06:31:00.000Z,e1b99f8c-ecfa-4a23-9ce9-b7392f3255ae
42d5eb56-0a40-444b-8a12-d6485319e10b,"frank235",2017-12-15T21:44:00.000Z,2017-12-15T22:59:00.000Z,b4b3a990-0dde-4f91-a27f-49512d03032e
46f4d377-9a4d-4ace-83c3-54f5901e1d8b,"dave044",2017-02-19T13:19:00.000Z,2017-02-19T14:05:00.000Z,75684dc5-c985-42c3-9a9c-9b385da692e6
5e49a112-c3d6-4272-8b27-f410790de88c,"dave178",2017-05-28T09:36:00.000Z,2017-05-28T10:32:00.000Z,0afff38b-ab59-4d8a-84ac-26e5d442cba8
08ec6b41-da48-45e8-925b-1dda1f1e10d0,"eve887",2017-07-08T01:39:00.000Z,2017-07-08T02:47:00.000Z,b3158e75-a96f-4eee-b7d5-0778874e0cb1
e23c891d-8bdb-465f-8572-887b8c84d2ce,"eve287",2017-06-18T14:53:00.000Z,2017-06-18T15:32:00.000Z,0e6d3ead-7392-41a8-9a9d-8e06b12760be
664a388d-a556-4871-9e33-99fc4b1e7748,"eve287",2017-07-31T15:43:00.000Z,2017-07-31T16:54:00.000Z,b08c634a-ca3f-4cf2-ae08-6af938b777a0
7ba3c6a3-7969-4f92-87a7-64cdfaf338a9,"eve385",2017-06-16T17:07:00.000Z,2017-06-16T18:20:00.000Z,34a25d21-24f0-4b97-901b-0ebd5f2974e9
14d2b581-8223-48d3-8064-609b872f9335,"eve091",2017-10-28T09:59:00.000Z,2017-10-28T10:26:00.000Z,e8336b19-6660-4db3-9f4b-0707fcf4acdc
f9134b07-016d-427e-9095-5340d445c057,"eve887",2017-10-24T20:45:00.000Z,2017-10-24T21:12:00.000Z,00eec72c-709d-4d71-b257-df23dea863bc
e5f01d39-0e6f-44e3-8567-9229651241e9,"bob179",2017-05-19T03:22:00.000Z,2017-05-19T04:25:00.000Z,d4420a53-c4ed-4688-bd90-ac7096c618f4
94e29dc8-5f33-4f9b-9748-6e228e6254ca,"dave044",2017-02-17T17:02:00.000Z,2017-02-17T18:07:00.000Z,88bd7c22-38b3-4040-a753-b8449750d46c
1ef44935-87c4-450b-9834-e2ed92f814e8,"alice070",2017-06-04T13:58:00.000Z,2017-06-04T14:39:00.000Z,84486ac4-490c-4cb4-916b-6a013dbf1746
086a853f-09aa-4192-8fac-f34f01a37de9,"bob895",2017-01-10T15:03:00.000Z,2017-01-10T15:31:00.000Z,c3d3a12e-9f90-4d24-b6f3-dc9ea3a08051
1b67b165-dc00-4469-8bc3-d783f99dcfb7,"eve887",2017-09-09T00:35:00.000Z,2017-09-09T01:26:00.000Z,406f5266-678f-4747-9e49-6a8b13a74c71
3eab1ff8-39e2-4dc8-88c8-122d568a9c55,"frank417",2017-10-21T06:51:00.000Z,2017-10-21T07:39:00.000Z,73ab255c-48ff-4fdb-8004-b323b6c63a8c
ffa620c3-5ec4-451d-9f84-64378dc03883,"eve886",2017-04-22T20:37:00.000Z,2017-04-22T21:31:00.000Z,8e97fdec-f07f-43a0-b3cc-88b7a945b487
892cb48e-c2d1-4b56-9980-a3680340782c,"alice157",2017-07-16T03:51:00.000Z,2017-07-16T05:02:00.000Z,2e09811b-a4d9-4f54-a054-5d497905e7fc
b5a2efab-aa72-4902-8d73-d35c05bb1007,"frank611",2017-03-09T01:28:00.000Z,2017-03-09T02:42:00.000Z,468a4c95-abfb-43d2-9d9c-987fd0b7cffd
c8758fec-9d7f-4867-b58c-8bcaf4f0bd09,"carol774",2017-09-01T06:48:00.000Z,2017-09-01T08:07:00.000Z,0099736c-d69e-4058-a6da-46284e61c77e
09d6d95c-4a9c-4921-8b21-6844972cdd0b,"bob481",2017-07-05T14:39:00.000Z,2017-07-05T15:01:00.000Z,6c022f0b-477d-49c4-b867-3a5d9a254d16
a9820220-e296-44b8-b733-19b0c97c0ad8,"carol774",2017-05-17T13:11:00.000Z,2017-05-17T14:14:00.000Z,0195f39e-3053-4349-be1b-29e565b24287
6a372fa6-da7c-465c-865a-2e9a8c278860,"alice157",2017-11-05T13:23:00.000Z,2017-11-05T14:15:00.000Z,78203d6c-e96f-4c48-8c42-cb653b8a0b65
af61205f-8a65-40d5-9bdf-ae39eb7a93b9,"dave178",2017-08-02T19:04:00.000Z,2017-08-02T20:36:00.000Z,61f99853-2bf0-4674-a75b-3c26697bafec
291de3fc-5ffd-4db4-9167-1abdae81ebba,"frank459",2017-06-15T22:50:00.000Z,2017-06-15T23:41:00.000Z,31f4ffd5-6379-4c44-9bae-2730701c1503
10cecc53-046e-4222-9db4-08726ab67179,"alice157",2017-04-06T09:52:00.000Z,2017-04-06T10:52:00.000Z,5a36b456-140c-4914-9e06-9f591346ab43
7ba3c6a3-7969-4f92-87a7-64cdfaf338a9,"bob481",2017-06-16T17:08:00.000Z,2017-06-16T18:22:00.000Z,8ad198c8-1421-4aac-a145-4ef9ece64f93
9f58621c-7f8a-4097-ab13-f3947dbf7e74,"dave178",2017-10-07T11:24:00.000Z,2017-10-07T12:24:00.000Z,bc6c45e1-02d4-4717-982e-a998b2753fb3
95c23013-ffda-432c-b747-3d4ea237bd21,"eve886",2017-08-23T02:41:00.000Z,2017-08-23T03:30:00.000Z,7b49864e-dca8-402a-be74-49c07e297592
b23b1ec1-35f8-4dd4-9dfa-71f975113d19,"dave178",2017-12-17T21:04:00.000Z,2017-12-17T22:06:00.000Z,20ee0611-512f-404e-877a-c1b40dd40a11
da252451-6d98-499e-88a9-536033edc785,"bob895",2017-07-12T08:17:00.000Z,2017-07-12T09:05:00.000Z,ab182fdf-a47c-4fdb-ab11-53c9e789c786
2ec1220d-dcc4-4f84-ac2a-dff044347399,"alice070",2017-08-08T15:42:00.000Z,2017-08-08T16:31:00.000Z,28708ef6-acae-42c4-9b08-3a67a265971d
a6522f94-7cbe-4f1e-aa2e-33515a44cfee,"frank611",2017-03-18T23:55:00.000Z,2017-03-19T00:37:00.000Z,9a0d64c1-69ce-4d8c-a5ce-8d3607446803
771031be-5e46-4f35-aa41-b8b7118a0d04,"eve385",2017-08-07T04:24:00.000Z,2017-08-07T05:32:00.000Z,014f8001-e785-42fc-8393-9299d8ff956c
eaefc353-a040-48fb-8831-5ef87179838a,"dave178",2017-07-03T05:25:00.000Z,2017-07-03T05:58:00.000Z,2e891a71-7d15-46ef-8220-a34eff7848c6
b09c9034-2d40-487c-b7b8-c932d7f5e796,"eve887",2017-11-24T16:18:00.000Z,2017-11-24T17:06:00.000Z,2e9996f0-e2a0-4ec3-a51e-f8ca63cc05a6
2be80f90-d44e-4e14-912c-a8940e195380,"frank046",2017-10-04T09:14:00.000Z,2017-10-04T10:05:00.000Z,8194591f-e36d-49cb-a8da-2fc5fdff017a
9c380a37-d3af-454b-bec5-8f13c277f3d9,"frank417",2017-12-14T19:12:00.000Z,2017-12-14T20:24:00.000Z,cac8e384-a298-4535-abf2-453d3544f2c1
87621f23-ad81-4e58-bad9-dd7a6ee5ec4f,"frank611",2017-05-27T11:25:00.000Z,2017-05-27T11:59:00.000Z,9d6fdbf6-7c7a-4534-bdf5-47f041576bfc
87eeaa94-b9fe-4569-b89d-e005a5141840,"frank345",2017-09-07T01:40:00.000Z,2017-09-07T02:51:00.000Z,6f817ad7-5e55-47f7-ad87-7d19be6a9366
866c2a52-316c-45f2-a32e-82a5dcff7d73,"frank611",2017-01-21T12:49:00.000Z,2017-01-21T13:44:00.000Z,11cb0b15-2dd5-4dd3-a312-f077422bde94
b039d8b4-0d7f-4411-8472-f45be81be7dc,"eve887",2017-01-27T07:44:00.000Z,2017-01-27T08:06:00.000Z,652a7321-a6f6-4c29-9e40-68b54cc8f373
9fb0b5a0-24c9-41b0-8869-4ac019cf48d4,"dave044",2017-05-29T07:44:00.000Z,2017-05-29T08:50:00.000Z,d2537042-8722-4e29-a6cd-5954a0fa2b67
cd47f83a-d41f-4ce7-b388-04e4c989a24a,"bob179",2017-09-07T09:13:00.000Z,2017-09-07T10:05:00.000Z,4e05a725-bac4-49df-a0a0-fe495654aebf
1e97d52a-c13d-4598-922b-6b4f0e24ce4a,"dave178",2017-05-08T14:14:00.000Z,2017-05-08T15:17:00.000Z,dffbd201-1766-4f4f-85ac-4ba4794accaf
a6a5ffd7-a51f-48fb-ba16-c49ecb0475dd,"eve287",2017-10-28T14:42:00.000Z,2017-10-28T15:20:00.000Z,9dbef95d-77c3-4589-aa42-806666bfb68c
b2d1089a-b31c-40e9-8ee1-9c1e5cccd36c,"alice157",2017-10-02T18:57:00.000Z,2017-10-02T19:51:00.000Z,9bddf411-ca63-43c4-a557-856f68f1dd1e
004a11a5-7ae8-4f26-baeb-84999d2cb6be,"frank345",2017-09-21T23:24:00.000Z,2017-09-22T00:23:00.000Z,a5bfb355-646a-4bdd-b9c8-50b91f0a7715
1caa1b2f-4357-4748-a02c-0183a4e6d6db,"frank611",2017-09-21T08:49:00.000Z,2017-09-21T09:37:00.000Z,ab97b691-ed78-4c28-8edc-24bfc89f8907
cabaf5a0-de2d-45b1-950a-235df71703e8,"bob481",2017-10-06T04:43:00.000Z,2017-10-06T05:29:00.000Z,5fd57d95-7307-4b15-995a-48e1c0c4ffa5
03ec0aed-e7f4-4eb0-a842-35cdb335e7b8,"eve091",2017-01-29T13:57:00.000Z,2017-01-29T14:29:00.000Z,0d9d9a6b-da00-42b8-bb1b-e7de35380718
474cfd9e-00a4-469f-9c42-f2e4bfb975df,"bob895",2017-06-29T07:38:00.000Z,2017-06-29T08:47:00.000Z,ec44a335-47f3-4b66-b5e8-a34a5dadaaca
64353c8c-ccf3-47a7-af3a-8a2ca323eead,"bob895",2017-11-03T13:16:00.000Z,2017-11-03T14:01:00.000Z,26fdcc6f-e4ca-41f3-b3f5-fbebf99e68ca
f8b722cc-f9fa-418c-8aa0-d75ce502ef3b,"frank235",2017-05-12T16:16:00.000Z,2017-05-12T17:14:00.000Z,cf922c72-4a08-4703-bab7-9d52f9e910f7
