call-id,user,start,end,media-id,transcript
e2458732-4dd4-4d71-8813-727739f2d233,bob327,2017-03-05T00:30:00.000Z,2017-03-05T01:25:00.000Z,311e99b2-95fc-4201-863c-21755ac6e3f0,sitting 
84074218-bf81-40f7-a7bc-995bcf48a9cb,alice542,2017-11-17T11:48:00.000Z,2017-11-17T12:32:00.000Z,9df32793-ad25-4f14-a020-4d9bf16f7bfe,largest/fastest hotspot in u.s.a. is located in atlanta. suck it people outside the atl  jk...no idea how to use it! http://bit.ly/edjz7
7cfc86b1-c432-4d21-904d-f03acbeb6a7b,frank309,2017-05-30T11:53:00.000Z,2017-05-30T12:27:00.000Z,f9194a30-c264-4fb8-a256-079c6818e6e8,
b4674d63-b813-42e3-8d3e-27fdc110a996,carol057,2017-03-16T12:13:00.000Z,2017-03-16T12:49:00.000Z,6fca05cf-d2b9-4997-9f71-4f2031421f4d,mto bom esse empire of sports...o futebol eh um pouco dificil pq usa o mouse mas eh bem divertido e online 
14316e32-7fb2-4f1b-ac0e-4e076d5ac8e7,alice593,2017-05-17T19:44:00.000Z,2017-05-17T20:56:00.000Z,cd929ac3-3a54-45c7-aeea-b45670999c50,
c75a2a34-6613-44a5-bf6d-267e206070fd,bob474,2017-01-04T04:17:00.000Z,2017-01-04T05:04:00.000Z,12f149e7-41b2-4160-a9ff-1b4c19812a00, such is life for the poor &amp; unknown... was thinking earlier how much loot that miley cyrus has at age 15 ...
d5f99412-09d9-4951-bcc0-8a05d584ed06,carol912,2017-06-11T09:40:00.000Z,2017-06-11T10:33:00.000Z,1dc520cd-e983-43a1-8204-e20955dd3afc,hello good morning!  i wanna do something today.
6043fb48-5bd0-4e13-9475-5b5ba4d2d5a8,eve157,2017-08-12T06:41:00.000Z,2017-08-12T07:28:00.000Z,ff0f2e23-ca97-44e4-aae0-0a8fc5636d9f,
aa491cc3-553f-4793-abc2-eeb0da24ad8c,bob474,2017-04-16T08:08:00.000Z,2017-04-16T08:50:00.000Z,9ee049f3-9d56-4aa1-8eb0-ee682f59fdf6,
26ee3d56-db0c-472b-b36a-3d40a68b409e,alice584,2017-11-24T14:49:00.000Z,2017-11-24T15:20:00.000Z,b7e302f2-7d65-4f35-88e6-80e688fec9ce,
68f3e17e-1e8a-4b12-97ca-5a0754ea36d5,frank715,2017-09-11T09:33:00.000Z,2017-09-11T10:20:00.000Z,13d4907c-be60-45d2-b5fe-13fa2a362fec,got our yearbooks in school  gonna try and get everyone to sing them... wish me luck
3613d752-333c-4676-ab84-00bfeff4094a,dave411,2017-02-23T19:05:00.000Z,2017-02-23T20:33:00.000Z,262d5e78-1915-4dbc-9682-d1b6616f683e, you're going to love being a mommy   xo
95ad355d-78df-4827-99ec-7c39522262f9,bob327,2017-03-27T19:11:00.000Z,2017-03-27T20:02:00.000Z,4d9d60e1-d0ea-44fb-809f-a08654953dcb,being in pain as i have done my back in 
1a83b303-3c11-46b6-9ce2-9f052a92ca22,bob474,2017-01-15T20:57:00.000Z,2017-01-15T21:44:00.000Z,bb20ab52-d4dc-441e-bb9e-efa014c5d4cf,ternyata hanya gue yang make twitter ....  
1c295a19-7aad-4e78-8d96-5209c8720f64,frank715,2017-06-27T14:11:00.000Z,2017-06-27T14:52:00.000Z,ca439a8d-9932-4551-a18c-a85336fc19c5,oh my god. cookie dough frijj. i just spaffed in my pants  so much joy for â£1.05.
e27790e9-8667-40e6-84b3-e80515130256,eve672,2017-08-04T20:51:00.000Z,2017-08-04T22:17:00.000Z,549a8405-f589-4b64-83af-d46feebd5edf,is excited for the day 
f8c09f8a-3d49-4f72-aa9b-f8b3e20bc508,frank235,2017-12-16T07:05:00.000Z,2017-12-16T07:55:00.000Z,2a0c50d1-73e9-4f42-935c-4715ed4d1d9e,my cluster is back and i'm a happy man 
2f25f82d-0ea4-4eb5-992e-54a5413885a2,frank813,2017-10-23T15:49:00.000Z,2017-10-23T16:51:00.000Z,bc2a7dbb-525a-4077-92ec-57a9465c8282,i really dont get why jaylor split . oh well her and lucas till suit !  x
6b8bbc00-a2f1-44a3-90e5-d4c29a898bba,eve431,2017-03-13T19:36:00.000Z,2017-03-13T19:59:00.000Z,4e434668-70b8-4e15-aeb4-2dab0d1aaed2,
418f44a6-fad1-4690-8e7d-8247ab72369b,dave834,2017-09-09T13:15:00.000Z,2017-09-09T14:02:00.000Z,e059e106-d4d7-4bd0-8566-a780c430488f,been playing big surf island and i've unlocked 5 trophies already hah 
20fa166b-4fcb-43ec-90d5-98a492ad61cb,dave411,2017-09-03T21:39:00.000Z,2017-09-03T22:27:00.000Z,1932eb47-48d4-4016-9d2d-21b0a1c1bf9a,talk later
101f83d2-85fe-4651-b7bd-fa088457c414,dave985,2017-05-03T15:29:00.000Z,2017-05-03T16:13:00.000Z,66e3d48d-24b5-4996-87ae-8cf2f5713e8e,
